epchs, train_loss, train_metric, valid_loss, valid_metric
44,1.6802124886132785,11.406206130981445,1.6913021308619802,11.533038139343262
45,1.6853722481080045,11.402544975280762,1.7222948917528478,11.551786422729492
46,1.6903774696836034,11.374937057495117,1.7202886372077755,11.614002227783203
47,1.6830865017626555,11.425041198730469,1.6928920469632962,11.700429916381836
48,1.6806156498815876,11.429134368896484,1.685725360381894,11.629226684570312
49,1.6811947393096256,11.432844161987305,1.723304808139801,11.536375045776367
50,1.6892274034812662,11.412353515625,1.7028282677255027,11.569778442382812
51,1.7101370912342093,11.204082489013672,1.6925645267091147,11.447876930236816
52,1.7174300577504065,11.214587211608887,1.6964185514101169,11.45891284942627
53,1.7072622295715727,11.255830764770508,1.7400631439395067,11.471637725830078
54,1.6987862827801945,11.28575325012207,1.6954896435505007,11.731465339660645
55,1.706373181407299,11.32528305053711,1.7114803994574197,11.42333698272705
56,1.705195377170036,11.324813842773438,1.7272465461637916,11.720956802368164
57,1.7016766496780344,11.360403060913086,1.7406732730749177,11.51294231414795
58,1.692149699603936,11.379653930664062,1.7206479936111263,11.426365852355957
59,1.695183479424679,11.423624992370605,1.6950330428960847,11.641230583190918
60,1.6894472366497841,11.41993236541748,1.682747534135493,11.707610130310059
61,1.6900292787487659,11.504867553710938,1.7041161888983192,11.702116012573242
62,1.6869896809527636,11.482486724853516,1.694784956734355,11.782159805297852
63,1.6853994218053507,11.474266052246094,1.712285908257089,11.805764198303223
64,1.6674002425036447,11.60295295715332,1.7065932140117739,11.613619804382324
65,1.6729273367944926,11.597702980041504,1.7090619642560074,11.750191688537598
66,1.6728160318434573,11.60852336883545,1.6926330080846461,11.79284381866455
67,1.678826942454551,11.595756530761719,1.6833528556474826,11.750455856323242
68,1.671122960503789,11.633767127990723,1.6659376621246338,11.911036491394043
69,1.6593095148452606,11.686074256896973,1.6555978146994985,11.851707458496094
70,1.6670474460229328,11.679224967956543,1.6843397617340088,11.959854125976562
71,1.6654119950486086,11.650704383850098,1.662743610579793,12.024580001831055
72,1.662103023325688,11.719598770141602,1.6997540622222713,11.900956153869629
73,1.6525580947246616,11.808623313903809,1.689262669260909,11.891414642333984
74,1.6586624490960546,11.773003578186035,1.6648582350916978,11.88023567199707
75,1.6548112483672153,11.7845458984375,1.6854101870118119,11.883451461791992
76,1.652419116494364,11.783140182495117,1.6585513745866172,11.922446250915527
77,1.6610629444839444,11.783295631408691,1.6593911080825618,11.960634231567383
78,1.6501874823361535,11.845135688781738,1.6823270219128306,12.100001335144043
79,1.6536927817245124,11.822193145751953,1.691537330790264,11.875479698181152
80,1.6479543411370479,11.823896408081055,1.645658352753011,12.303001403808594
81,1.6514937263546567,11.855183601379395,1.6592505864980744,12.043699264526367
